instance_name,provider,region,vcpus,memory_gb,storage_gb,storage_type,hourly_cost,monthly_cost,spot_price,currency,instance_family,network_performance,last_updated
r6g.xlarge,AWS,Europe (Zurich),4,32.0,0,EBS only,0.2675,195.275,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:25.682838
r4.16xlarge,AWS,Asia Pacific (Singapore),64,488.0,0,EBS only,5.12,3737.6,,USD,Memory optimized,20 Gigabit,2025-08-27 14:39:25.682969
m7g.16xlarge,AWS,US West (Oregon),64,256.0,0,EBS only,2.6112,1906.1760000000002,,USD,General purpose,30 Gigabit,2025-08-27 14:39:25.683099
r7g.4xlarge,AWS,US West (N. California),16,128.0,0,EBS only,0.952,694.9599999999999,,USD,Memory optimized,Up to 15 Gigabit,2025-08-27 14:39:25.683231
m7g.8xlarge,AWS,Europe (Spain),32,128.0,0,EBS only,1.4544,1061.712,,USD,General purpose,15 Gigabit,2025-08-27 14:39:25.683361
c6gd.8xlarge,AWS,Canada (Central),32,64.0,1,1 x 1900 NVMe SSD,1.3568,990.464,,USD,Compute optimized,12 Gigabit,2025-08-27 14:39:25.683491
m7a.12xlarge,AWS,US East (N. Virginia),48,192.0,0,EBS only,2.78208,2030.9184,,USD,General purpose,18750 Megabit,2025-08-27 14:39:25.683621
c5.metal,AWS,Asia Pacific (Tokyo),96,192.0,0,EBS only,5.136,3749.28,,USD,Compute optimized,25 Gigabit,2025-08-27 14:39:25.683751
r5dn.2xlarge,AWS,AWS GovCloud (US-West),8,64.0,1,1 x 300 NVMe SSD,0.804,586.9200000000001,,USD,Memory optimized,Up to 25 Gigabit,2025-08-27 14:39:25.683882
m8g.large,AWS,EU (Ireland),2,8.0,0,EBS only,0.10004,73.0292,,USD,General purpose,Up to 12.5 Gigabit,2025-08-27 14:39:25.684011
r3.8xlarge,AWS,US East (N. Virginia),32,244.0,2,2 x 320 SSD,2.66,1941.8000000000002,,USD,Memory optimized,10 Gigabit,2025-08-27 14:39:25.684137
r5ad.2xlarge,AWS,Asia Pacific (Tokyo),8,64.0,1,1 x 300 NVMe SSD,0.636,464.28000000000003,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:25.684268
c7i.large,AWS,US East (N. Virginia),2,4.0,0,EBS only,0.08925,65.1525,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:25.684368
c6gn.large,AWS,Asia Pacific (Singapore),2,4.0,0,EBS only,0.099,72.27000000000001,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:39:25.684459
m6id.8xlarge,AWS,Europe (Spain),32,128.0,1,1 x 1900 NVMe SSD,2.1168,1545.2640000000001,,USD,General purpose,12500 Megabit,2025-08-27 14:39:25.684638
r7a.medium,AWS,EU (Frankfurt),1,8.0,0,EBS only,0.09177,66.99210000000001,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:25.684730
c5a.8xlarge,AWS,Asia Pacific (Singapore),32,64.0,0,EBS only,1.408,1027.84,,USD,Compute optimized,10 Gigabit,2025-08-27 14:39:25.684821
c6i.8xlarge,AWS,Asia Pacific (Thailand),32,64.0,0,EBS only,1.3328,972.944,,USD,Compute optimized,12500 Megabit,2025-08-27 14:39:25.684912
m7a.48xlarge,AWS,US West (Oregon),192,768.0,0,EBS only,11.12832,8123.6736,,USD,General purpose,50000 Megabit,2025-08-27 14:39:26.102764
r8g.16xlarge,AWS,EU (Ireland),64,512.0,0,EBS only,4.21888,3079.7824000000005,,USD,Memory optimized,30 Gigabit,2025-08-27 14:39:26.102909
i2.4xlarge,AWS,EU (Frankfurt),16,122.0,4,4 x 800 SSD,4.051,2957.23,,USD,Storage optimized,High,2025-08-27 14:39:26.103013
m7gd.xlarge,AWS,EU (Paris),4,16.0,1,1 x 237 NVMe SSD,0.2495,182.135,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:39:26.103115
i3en.xlarge,AWS,EU (Paris),4,32.0,1,1 x 2500 NVMe SSD,0.526,383.98,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:39:26.103214
r5.2xlarge,AWS,US East (Verizon) - Nashville,8,64.0,0,EBS only,0.68,496.40000000000003,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:26.103253
c5.2xlarge,AWS,Philippines (Manila),8,16.0,0,EBS only,0.47,343.09999999999997,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:26.103281
r6a.48xlarge,AWS,EU (Ireland),192,1536.0,0,EBS only,12.1824,8893.152,,USD,Memory optimized,50000 Megabit,2025-08-27 14:39:26.103372
x2idn.24xlarge,AWS,AWS GovCloud (US-East),96,1536.0,2,2 x 1425 NVMe SSD,12.0045,8763.285,,USD,Memory optimized,75 Gigabit,2025-08-27 14:39:26.103479
r5n.metal,AWS,EU (Frankfurt),96,768.0,0,EBS only,8.544,6237.120000000001,,USD,Memory optimized,100 Gigabit,2025-08-27 14:39:26.103600
m7i.48xlarge,AWS,EU (Paris),192,768.0,0,EBS only,11.2896,8241.408,,USD,General purpose,50000 Megabit,2025-08-27 14:39:26.103697
m6gd.4xlarge,AWS,US East (N. Virginia),16,64.0,1,1 x 950 NVMe SSD,0.7232,527.9359999999999,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:26.103790
i4i.12xlarge,AWS,EU (Paris),48,384.0,3,3 x 3750 NVMe SSD,4.778,3487.9399999999996,,USD,Storage optimized,28125 Megabit,2025-08-27 14:39:26.103887
r5d.xlarge,AWS,Middle East (Bahrain),4,32.0,1,1 x 150 NVMe SSD,0.352,256.96,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:26.103981
r5ad.4xlarge,AWS,Canada (Central),16,128.0,2,2 x 300 NVMe SSD,1.152,840.9599999999999,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:26.104074
m5.xlarge,AWS,US East (Verizon) - Washington DC,4,16.0,0,EBS only,0.259,189.07,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:26.104109
c5d.2xlarge,AWS,Africa (Cape Town),8,16.0,1,1 x 200 NVMe SSD,0.52,379.6,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:26.104195
r6g.16xlarge,AWS,Africa (Cape Town),64,512.0,0,EBS only,4.3008,3139.584,,USD,Memory optimized,25 Gigabit,2025-08-27 14:39:26.104292
r5d.xlarge,AWS,US East (Lenexa),4,32.0,1,1 x 150 NVMe SSD,0.389,283.97,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:26.104412
g4dn.4xlarge,AWS,Asia Pacific (Mumbai),16,64.0,225,225 GB NVMe SSD,1.325,967.25,,USD,GPU instance,Up to 25 Gigabit,2025-08-27 14:39:26.104502
g4dn.metal,AWS,US West (Oregon),96,384.0,2,2 x 900 GB NVMe SSD,7.824,5711.5199999999995,,USD,GPU instance,100 Gigabit,2025-08-27 14:39:26.104601
c7gd.4xlarge,AWS,US East (Ohio),16,32.0,1,1 x 950 NVMe SSD,0.7258,529.834,,USD,Compute optimized,Up to 15 Gigabit,2025-08-27 14:39:26.104695
m6a.4xlarge,AWS,South America (Sao Paulo),16,64.0,0,EBS only,1.1016,804.1679999999999,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:39:26.104789
r7gd.2xlarge,AWS,Africa (Cape Town),8,64.0,1,1 x 475 NVMe SSD,0.7182,524.286,,USD,Memory optimized,Up to 15 Gigabit,2025-08-27 14:39:26.104971
c7a.16xlarge,AWS,US East (N. Virginia),64,128.0,0,EBS only,3.28448,2397.6704,,USD,Compute optimized,25000 Megabit,2025-08-27 14:39:26.105063
c6in.large,AWS,Asia Pacific (Jakarta),2,4.0,0,EBS only,0.1302,95.046,,USD,Compute optimized,Up to 25000 Megabit,2025-08-27 14:39:26.105157
g4dn.12xlarge,AWS,South America (Sao Paulo),48,192.0,900,900 GB NVMe SSD,6.649,4853.77,,USD,GPU instance,50 Gigabit,2025-08-27 14:39:26.105250
r6id.4xlarge,AWS,Asia Pacific (Tokyo),16,128.0,1,1 x 950 NVMe SSD,1.4616,1066.968,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:26.105342
c5n.9xlarge,AWS,South America (Sao Paulo),36,96.0,0,EBS only,2.988,2181.24,,USD,Compute optimized,50 Gigabit,2025-08-27 14:39:26.105433
c5.12xlarge,AWS,Thailand (Bangkok),48,96.0,0,EBS only,3.293,2403.8900000000003,,USD,Compute optimized,12 Gigabit,2025-08-27 14:39:26.105473
r6id.12xlarge,AWS,Asia Pacific (Seoul),48,384.0,2,2 x 1425 NVMe SSD,4.3608,3183.384,,USD,Memory optimized,18750 Megabit,2025-08-27 14:39:26.105559
r5dn.16xlarge,AWS,EU (Ireland),64,512.0,4,4 x 600 NVMe SSD,5.952,4344.96,,USD,Memory optimized,75 Gigabit,2025-08-27 14:39:26.105655
m7g.medium,AWS,Asia Pacific (Singapore),1,4.0,0,EBS only,0.051,37.23,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:39:26.105748
r7i.16xlarge,AWS,Asia Pacific (Jakarta),64,512.0,0,EBS only,5.1072,3728.256,,USD,Memory optimized,25000 Megabit,2025-08-27 14:39:26.105840
c8gd.8xlarge,AWS,Europe (Spain),32,64.0,1,1 x 1900 NVMe SSD,1.77984,1299.2832,,USD,Compute optimized,15 Gigabit,2025-08-27 14:39:26.105874
r6i.large,AWS,AWS GovCloud (US-East),2,16.0,0,EBS only,0.151,110.22999999999999,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:26.105965
g4dn.12xlarge,AWS,EU (Ireland),48,192.0,900,900 GB NVMe SSD,4.362,3184.26,,USD,GPU instance,50 Gigabit,2025-08-27 14:39:26.106061
c7i-flex.16xlarge,AWS,Asia Pacific (Taipei),64,128.0,0,EBS only,3.07392,2243.9616,,USD,Compute optimized,Up to 25000 Megabit,2025-08-27 14:39:26.106095
m8g.large,AWS,EU (Stockholm),2,8.0,0,EBS only,0.09538,69.62740000000001,,USD,General purpose,Up to 12.5 Gigabit,2025-08-27 14:39:26.106195
c7g.2xlarge,AWS,AWS GovCloud (US-West),8,16.0,0,EBS only,0.3468,253.164,,USD,Compute optimized,Up to 15 Gigabit,2025-08-27 14:39:26.106290
g6e.48xlarge,AWS,EU (Frankfurt),192,1536.0,4,4 x 1900 GB NVMe SSD,37.67612,27503.5676,,USD,GPU instance,400 Gigabit,2025-08-27 14:39:26.106428
m6g.metal,AWS,Israel (Tel Aviv),64,256.0,0,EBS only,2.8896,2109.408,,USD,General purpose,25 Gigabit,2025-08-27 14:39:26.106560
g6.48xlarge,AWS,South America (Sao Paulo),192,768.0,8,8 x 940 NVMe SSD,22.69303,16565.9119,,USD,GPU instance,100 Gigabit,2025-08-27 14:39:26.106691
r6id.32xlarge,AWS,EU (Ireland),128,1024.0,4,4 x 1900 NVMe SSD,10.752,7848.96,,USD,Memory optimized,50000 Megabit,2025-08-27 14:39:26.106822
r5n.16xlarge,AWS,Africa (Cape Town),64,512.0,0,EBS only,6.357,4640.610000000001,,USD,Memory optimized,75 Gigabit,2025-08-27 14:39:26.106952
c6g.medium,AWS,Asia Pacific (Mumbai),1,2.0,0,EBS only,0.0213,15.549,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:26.107081
i3en.xlarge,AWS,Europe (Zurich),4,32.0,1,1 x 2500 NVMe SSD,0.594,433.62,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:39:26.107211
r7g.2xlarge,AWS,US East (N. Virginia),8,64.0,0,EBS only,0.4284,312.732,,USD,Memory optimized,Up to 15 Gigabit,2025-08-27 14:39:26.107339
x2iedn.8xlarge,AWS,Asia Pacific (Hyderabad),32,1024.0,1,1 x 950 NVMe SSD,6.881,5023.13,,USD,Memory optimized,25 Gigabit,2025-08-27 14:39:26.107470
r5.large,AWS,Asia Pacific (Melbourne),2,16.0,0,EBS only,0.151,110.22999999999999,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:26.107599
r7i.16xlarge,AWS,Europe (Spain),64,512.0,0,EBS only,4.7376,3458.448,,USD,Memory optimized,25000 Megabit,2025-08-27 14:39:26.107729
c5d.12xlarge,AWS,US East (Miami),48,96.0,2,2 x 900 NVMe SSD,2.88,2102.4,,USD,Compute optimized,12 Gigabit,2025-08-27 14:39:26.107778
c7i-flex.2xlarge,AWS,Asia Pacific (Tokyo),8,16.0,0,EBS only,0.42693,311.65889999999996,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:26.107951
r7g.2xlarge,AWS,Israel (Tel Aviv),8,64.0,0,EBS only,0.5034,367.48199999999997,,USD,Memory optimized,Up to 15 Gigabit,2025-08-27 14:39:26.108074
i3.8xlarge,AWS,Asia Pacific (Melbourne),32,244.0,4,4 x 1900 NVMe SSD,2.992,2184.16,,USD,Storage optimized,10 Gigabit,2025-08-27 14:39:26.108190
m6in.24xlarge,AWS,EU (Frankfurt),96,384.0,0,EBS only,7.91856,5780.5488000000005,,USD,General purpose,150000 Megabit,2025-08-27 14:39:26.108290
r6idn.12xlarge,AWS,US West (Oregon),48,384.0,2,2 x 1425 NVMe SSD,4.68936,3423.2327999999998,,USD,Memory optimized,75000 Megabit,2025-08-27 14:39:26.108385
m6i.12xlarge,AWS,Mexico (Central),48,192.0,0,EBS only,2.4192,1766.016,,USD,General purpose,18750 Megabit,2025-08-27 14:39:26.108759
r8gd.16xlarge,AWS,US East (Ohio),64,512.0,2,2 x 1900 NVMe SSD,4.70272,3432.9856,,USD,Memory optimized,30 Gigabit,2025-08-27 14:39:26.108796
m6in.xlarge,AWS,AWS GovCloud (US-West),4,16.0,0,EBS only,0.34866,254.5218,,USD,General purpose,Up to 30000 Megabit,2025-08-27 14:39:26.108886
g5.24xlarge,AWS,Asia Pacific (Sydney),96,384.0,1,1 x 3800 GB NVMe SSD,10.58882,7729.8386,,USD,GPU instance,50 Gigabit,2025-08-27 14:39:26.108987
c7gn.2xlarge,AWS,US East (N. Virginia),8,16.0,0,EBS only,0.4992,364.416,,USD,Compute optimized,Up to 50 Gigabit,2025-08-27 14:39:26.109082
g6.24xlarge,AWS,AWS GovCloud (US-West),96,384.0,4,4 X 940 GB NVMe SSD,8.41367,6141.9791,,USD,GPU instance,50 Gigabit,2025-08-27 14:39:26.109177
r5d.16xlarge,AWS,Israel (Tel Aviv),64,512.0,4,4 x 600 NVMe SSD,5.376,3924.48,,USD,Memory optimized,20 Gigabit,2025-08-27 14:39:26.109361
c6i.4xlarge,AWS,EU (London),16,32.0,0,EBS only,0.808,589.84,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:26.109454
r6id.2xlarge,AWS,Asia Pacific (Seoul),8,64.0,1,1 x 474 NVMe SSD,0.7268,530.564,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:26.109549
m5d.xlarge,AWS,Europe (Zurich),4,16.0,1,1 x 150 NVMe SSD,0.299,218.26999999999998,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:26.109641
m5.2xlarge,AWS,Asia Pacific (Osaka),8,32.0,0,EBS only,0.496,362.08,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:26.109734
x2iedn.2xlarge,AWS,Asia Pacific (Singapore),8,256.0,1,1 x 237 NVMe SSD,2.41763,1764.8699,,USD,Memory optimized,Up to 25 Gigabit,2025-08-27 14:39:26.109827
r7i.24xlarge,AWS,Asia Pacific (Tokyo),96,768.0,0,EBS only,7.6608,5592.384,,USD,Memory optimized,37500 Megabit,2025-08-27 14:39:26.109920
c5d.2xlarge,AWS,US East (New York City),8,16.0,1,1 x 200 NVMe SSD,0.48,350.4,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:26.109955
g5g.metal,AWS,Europe (Spain),64,128.0,0,EBS only,3.0622,2235.406,,USD,GPU instance,25 Gigabit,2025-08-27 14:39:26.110044
c5a.12xlarge,AWS,EU (Paris),48,96.0,0,EBS only,2.184,1594.3200000000002,,USD,Compute optimized,12 Gigabit,2025-08-27 14:39:26.110144
i4i.large,AWS,Mexico (Central),2,16.0,1,1 x 468 NVMe SSD,0.18,131.4,,USD,Storage optimized,Up to 10 Gigabit,2025-08-27 14:39:26.110239
r7gd.12xlarge,AWS,Europe (Spain),48,384.0,2,2 x 1425 NVMe SSD,3.6288,2649.024,,USD,Memory optimized,22500 Megabit,2025-08-27 14:39:26.110371
u-12tb1.112xlarge,AWS,US West (Oregon),448,12288.0,0,EBS only,109.2,79716.0,,USD,Memory optimized,100 Gigabit,2025-08-27 14:39:26.110422
i3en.2xlarge,AWS,Asia Pacific (Melbourne),8,64.0,2,2 x 2500 NVMe SSD,1.084,791.32,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:39:26.110548
m6gd.16xlarge,AWS,Asia Pacific (Hyderabad),64,256.0,2,2 x 1900 NVMe SSD,1.9328,1410.944,,USD,General purpose,25 Gigabit,2025-08-27 14:39:26.110687
r7i.24xlarge,AWS,Asia Pacific (Sydney),96,768.0,0,EBS only,7.6104,5555.592000000001,,USD,Memory optimized,37500 Megabit,2025-08-27 14:39:26.110916
c6i.large,AWS,AWS GovCloud (US-West),2,4.0,0,EBS only,0.102,74.46,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:26.111048
m6gd.4xlarge,AWS,Mexico (Central),16,64.0,1,1 x 950 NVMe SSD,0.7594,554.362,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:26.111180
r6i.large,AWS,EU (Paris),2,16.0,0,EBS only,0.148,108.03999999999999,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:26.111311
r6id.12xlarge,AWS,EU (Frankfurt),48,384.0,2,2 x 1425 NVMe SSD,4.3596,3182.5080000000003,,USD,Memory optimized,18750 Megabit,2025-08-27 14:39:26.111441
r6i.12xlarge,AWS,EU (Stockholm),48,384.0,0,EBS only,3.216,2347.6800000000003,,USD,Memory optimized,18750 Megabit,2025-08-27 14:39:26.111693
m7g.16xlarge,AWS,US East (Ohio),64,256.0,0,EBS only,2.6112,1906.1760000000002,,USD,General purpose,30 Gigabit,2025-08-27 14:39:26.111823
c6gd.8xlarge,AWS,EU (Frankfurt),32,64.0,1,1 x 1900 NVMe SSD,1.424,1039.52,,USD,Compute optimized,12 Gigabit,2025-08-27 14:39:26.111952
c7i-flex.2xlarge,AWS,Asia Pacific (Malaysia),8,16.0,0,EBS only,0.33239,242.6447,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:26.112083
m5d.2xlarge,AWS,US East (Ohio),8,32.0,1,1 x 300 NVMe SSD,0.452,329.96000000000004,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:26.112213
m6i.16xlarge,AWS,AWS GovCloud (US-West),64,256.0,0,EBS only,3.872,2826.56,,USD,General purpose,25000 Megabit,2025-08-27 14:39:26.112344
z1d.2xlarge,AWS,Asia Pacific (Seoul),8,64.0,1,1 x 300 NVMe SSD,0.9,657.0,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:26.112477
r5d.8xlarge,AWS,US East (Boston),32,256.0,2,2 x 600 NVMe SSD,2.88,2102.4,,USD,Memory optimized,10 Gigabit,2025-08-27 14:39:26.112526
m7g.medium,AWS,US East (Ohio),1,4.0,0,EBS only,0.0408,29.784000000000002,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:39:26.112651
m5.24xlarge,AWS,EU (Milan),96,384.0,0,EBS only,5.376,3924.48,,USD,General purpose,25 Gigabit,2025-08-27 14:39:26.112793
r5d.12xlarge,AWS,EU (Paris),48,384.0,2,2 x 900 NVMe SSD,4.056,2960.88,,USD,Memory optimized,10 Gigabit,2025-08-27 14:39:26.112926
c6gn.medium,AWS,EU (London),1,2.0,0,EBS only,0.05125,37.412499999999994,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:39:26.113057
i3en.2xlarge,AWS,Asia Pacific (Mumbai),8,64.0,2,2 x 2500 NVMe SSD,1.028,750.44,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:39:26.528950
m6i.8xlarge,AWS,EU (Frankfurt),32,128.0,0,EBS only,1.84,1343.2,,USD,General purpose,12500 Megabit,2025-08-27 14:39:26.529067
m8g.8xlarge,AWS,South America (Sao Paulo),32,128.0,0,EBS only,2.28896,1670.9407999999999,,USD,General purpose,15 Gigabit,2025-08-27 14:39:26.529156
r6id.32xlarge,AWS,EU (London),128,1024.0,4,4 x 1900 NVMe SSD,11.3568,8290.464,,USD,Memory optimized,50000 Megabit,2025-08-27 14:39:26.529242
r6a.8xlarge,AWS,US West (N. California),32,256.0,0,EBS only,2.016,1471.68,,USD,Memory optimized,12500 Megabit,2025-08-27 14:39:26.529326
c5n.xlarge,AWS,Asia Pacific (Tokyo),4,10.5,0,EBS only,0.272,198.56,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:39:26.529410
t4g.2xlarge,AWS,US East (Ohio),8,32.0,0,EBS only,0.2688,196.224,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:26.529491
c7gd.12xlarge,AWS,US West (Oregon),48,96.0,2,2 x 1425 NVMe SSD,2.1773,1589.4289999999999,,USD,Compute optimized,22500 Megabit,2025-08-27 14:39:26.529576
m5dn.4xlarge,AWS,Asia Pacific (Singapore),16,64.0,2,2 x 300 NVMe SSD,1.336,975.2800000000001,,USD,General purpose,Up to 25 Gigabit,2025-08-27 14:39:26.529657
m6g.4xlarge,AWS,Middle East (UAE),16,64.0,0,EBS only,0.7568,552.464,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:26.529742
c5ad.xlarge,AWS,EU (Milan),4,8.0,1,1 x 150 NVMe SSD,0.206,150.38,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:26.529824
r6i.4xlarge,AWS,Asia Pacific (Mumbai),16,128.0,0,EBS only,1.04,759.2,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:26.529905
r8gd.large,AWS,US East (Ohio),2,16.0,1,1 x 118 NVMe SSD,0.14696,107.2808,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:26.529936
c6gn.2xlarge,AWS,US West (Phoenix),8,16.0,0,EBS only,0.41472,302.74559999999997,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:39:26.529960
r5b.xlarge,AWS,Asia Pacific (Seoul),4,32.0,0,EBS only,0.356,259.88,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:26.530037
m6g.12xlarge,AWS,Canada West (Calgary),48,192.0,0,EBS only,2.0544,1499.7119999999998,,USD,General purpose,20 Gigabit,2025-08-27 14:39:26.530173
r6gd.8xlarge,AWS,Asia Pacific (Jakarta),32,256.0,1,1 x 1900 NVMe SSD,2.224,1623.5200000000002,,USD,Memory optimized,12 Gigabit,2025-08-27 14:39:26.530257
r7gd.large,AWS,Middle East (UAE),2,16.0,1,1 x 118 NVMe SSD,0.1663,121.399,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:26.530337
g4dn.2xlarge,AWS,Asia Pacific (Osaka),8,32.0,225,225 GB NVMe SSD,1.015,740.9499999999999,,USD,GPU instance,Up to 25 Gigabit,2025-08-27 14:39:26.530422
m6id.24xlarge,AWS,EU (Ireland),96,384.0,4,4 x 1425 NVMe SSD,6.3504,4635.7919999999995,,USD,General purpose,37500 Megabit,2025-08-27 14:39:26.530503
r7g.metal,AWS,Europe (Zurich),64,512.0,0,EBS only,4.5478,3319.894,,USD,Memory optimized,30 Gigabit,2025-08-27 14:39:26.530583
c5d.large,AWS,AWS GovCloud (US-East),2,4.0,1,1 x 50 NVMe SSD,0.116,84.68,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:26.530663
r6g.xlarge,AWS,Middle East (UAE),4,32.0,0,EBS only,0.2482,181.186,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:26.530742
m6in.metal,AWS,EU (Ireland),128,512.0,0,EBS only,9.95904,7270.0992,,USD,General purpose,200000 Megabit,2025-08-27 14:39:26.530827
t3.xlarge,AWS,Canada (BELL) - Toronto,4,16.0,0,EBS only,0.2506,182.938,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:26.530867
m6id.2xlarge,AWS,US East (Atlanta),8,32.0,1,1 x 474 NVMe SSD,0.59324,433.0652,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:39:26.530891
r6gd.medium,AWS,AWS GovCloud (US-West),1,8.0,1,1 x 59 NVMe SSD,0.0692,50.516,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:26.530966
r7gd.12xlarge,AWS,EU (London),48,384.0,2,2 x 1425 NVMe SSD,3.8328,2797.944,,USD,Memory optimized,22500 Megabit,2025-08-27 14:39:26.531051
a1.4xlarge,AWS,US East (Ohio),16,32.0,0,EBS only,0.408,297.84,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:26.531132
m7i-flex.xlarge,AWS,Asia Pacific (Hong Kong),4,16.0,0,EBS only,0.26334,192.2382,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:39:26.531213
m7i-flex.16xlarge,AWS,US West (Oregon),64,256.0,0,EBS only,3.06432,2236.9536,,USD,General purpose,Up to 25000 Megabit,2025-08-27 14:39:26.531295
c6i.24xlarge,AWS,US East (Miami),96,192.0,0,EBS only,5.1,3722.9999999999995,,USD,Compute optimized,37500 Megabit,2025-08-27 14:39:26.531324
x1e.xlarge,AWS,Asia Pacific (Singapore),4,122.0,1,1 x 120 SSD,1.209,882.57,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:26.531402
r6i.8xlarge,AWS,Asia Pacific (Seoul),32,256.0,0,EBS only,2.432,1775.36,,USD,Memory optimized,12500 Megabit,2025-08-27 14:39:26.531485
c7gd.2xlarge,AWS,Asia Pacific (Seoul),8,16.0,1,1 x 475 NVMe SSD,0.4158,303.534,,USD,Compute optimized,Up to 15 Gigabit,2025-08-27 14:39:26.531567
m6i.16xlarge,AWS,EU (Paris),64,256.0,0,EBS only,3.584,2616.32,,USD,General purpose,25000 Megabit,2025-08-27 14:39:26.531646
c7a.metal-48xl,AWS,EU (Ireland),192,384.0,0,EBS only,10.57152,7717.2096,,USD,Compute optimized,50000 Megabit,2025-08-27 14:39:26.531726
t3.2xlarge,AWS,Asia Pacific (Sydney),8,32.0,0,EBS only,0.4224,308.352,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:26.531811
p5.48xlarge,AWS,EU (London),192,2048.0,8,8 x 3840 GB SSD,71.552,52232.96000000001,,USD,GPU instance,3200 Gigabit,2025-08-27 14:39:26.531883
t4g.large,AWS,Canada West (Calgary),2,8.0,0,EBS only,0.0736,53.728,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:26.531979
c6i.2xlarge,AWS,US East (Dallas),8,16.0,0,EBS only,0.425,310.25,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:26.532007
m5ad.8xlarge,AWS,South America (Sao Paulo),32,128.0,2,2 x 600 NVMe SSD,2.64,1927.2,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:26.532083
t3.2xlarge,AWS,Africa (Cape Town),8,32.0,0,EBS only,0.4339,316.747,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:26.532166
r5n.4xlarge,AWS,Canada (Central),16,128.0,0,EBS only,1.304,951.9200000000001,,USD,Memory optimized,Up to 25 Gigabit,2025-08-27 14:39:26.532247
r5dn.16xlarge,AWS,Asia Pacific (Sydney),64,512.0,4,4 x 600 NVMe SSD,6.528,4765.44,,USD,Memory optimized,75 Gigabit,2025-08-27 14:39:26.532328
